t=   179s alt= 78974.4m v= 485.64 vUp= 485.64 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   180s alt=   79460m v= 485.62 vUp= 485.62 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=181.01s alt= 79949.7m v=  485.6 vUp=  485.6 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=182.01s alt= 80435.3m v= 485.58 vUp= 485.58 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=183.01s alt= 80920.8m v= 485.56 vUp= 485.56 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=184.01s alt= 81406.4m v= 485.54 vUp= 485.54 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=185.01s alt= 81891.9m v= 485.52 vUp= 485.52 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=186.01s alt= 82377.4m v=  485.5 vUp=  485.5 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=187.01s alt= 82862.9m v= 485.48 vUp= 485.48 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=188.01s alt= 83348.4m v= 485.46 vUp= 485.46 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=189.01s alt= 83833.8m v= 485.44 vUp= 485.44 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=190.01s alt= 84319.3m v= 485.42 vUp= 485.42 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=191.01s alt= 84804.7m v= 485.41 vUp= 485.41 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=192.01s alt= 85290.1m v= 485.39 vUp= 485.39 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=193.01s alt= 85775.5m v= 485.37 vUp= 485.37 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=194.01s alt= 86260.8m v= 485.35 vUp= 485.35 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=195.01s alt= 86746.2m v= 485.33 vUp= 485.33 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=196.01s alt= 87231.5m v= 485.32 vUp= 485.32 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=197.01s alt= 87716.8m v=  485.3 vUp=  485.3 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=198.01s alt= 88202.1m v= 485.28 vUp= 485.28 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=199.01s alt= 88687.4m v= 485.27 vUp= 485.27 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=200.01s alt= 89172.6m v= 485.25 vUp= 485.25 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=201.01s alt= 89657.9m v= 485.23 vUp= 485.23 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=202.01s alt= 90143.1m v= 485.22 vUp= 485.22 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=203.01s alt= 90628.3m v=  485.2 vUp=  485.2 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=204.01s alt= 91113.5m v= 485.18 vUp= 485.18 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=205.01s alt= 91598.7m v= 485.17 vUp= 485.17 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=206.01s alt= 92083.8m v= 485.15 vUp= 485.15 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
